debug: disable
[GPIOTST] debug off
GPIO[0]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[25]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[26]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[27]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[28]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[29]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[30]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[31]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[32]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[33]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[34]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[35]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[36]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[37]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[38]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[39]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[40]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[41]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[42]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[43]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[44]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[45]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[46]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[47]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[48]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[49]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[50]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[51]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[52]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[53]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[54]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[55]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[56]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[57]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[58]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[59]: Mode: 0, Direction: 1, DirIN: 0, DirOUT: 0, Pull Enable: 0, PU/PD: 0, Inversion: 0
GPIO[60]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[61]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[62]: Mode: 0, Direction: 1, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[63]: Mode: 0, Direction: 1, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[64]: Mode: 0, Direction: 1, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[65]: Mode: 0, Direction: 1, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[66]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[67]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[68]: Mode: 1, Direction: 1, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[69]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[70]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[71]: Mode: 0, Direction: 1, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[72]: Mode: 5, Direction: 1, DirIN: 0, DirOUT: 1, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[73]: Mode: 0, Direction: 1, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[74]: Mode: 1, Direction: 1, DirIN: 1, DirOUT: 1, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[75]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[76]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[77]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[78]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[79]: Mode: 0, Direction: 1, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[80]: Mode: 3, Direction: 1, DirIN: 1, DirOUT: 1, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[81]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[82]: Mode: 3, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[83]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[84]: Mode: 0, Direction: 1, DirIN: 1, DirOUT: 1, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[85]: Mode: 0, Direction: 1, DirIN: 1, DirOUT: 1, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[86]: Mode: 0, Direction: 1, DirIN: 1, DirOUT: 1, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[87]: Mode: 1, Direction: 1, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[88]: Mode: 1, Direction: 1, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[89]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 0, PU/PD: 1, Inversion: 0
GPIO[90]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 0, PU/PD: 1, Inversion: 0
GPIO[91]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 0, PU/PD: 1, Inversion: 0
GPIO[92]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 0, PU/PD: 1, Inversion: 0
GPIO[93]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 0, PU/PD: 1, Inversion: 0
GPIO[94]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 0, PU/PD: 1, Inversion: 0
GPIO[95]: Mode: 1, Direction: 1, DirIN: 0, DirOUT: 0, Pull Enable: 0, PU/PD: 0, Inversion: 0
GPIO[96]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[97]: Mode: 1, Direction: 1, DirIN: 0, DirOUT: 0, Pull Enable: 0, PU/PD: 0, Inversion: 0
GPIO[98]: Mode: 1, Direction: 1, DirIN: 0, DirOUT: 0, Pull Enable: 0, PU/PD: 0, Inversion: 0
GPIO[99]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[100]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[101]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[102]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[103]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[104]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[105]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[106]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[107]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[108]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[109]: Mode: 0, Direction: 1, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[110]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[111]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[112]: Mode: 0, Direction: 1, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[113]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[114]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[115]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 0, PU/PD: 0, Inversion: 0
GPIO[116]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[117]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[118]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[119]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[120]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[121]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[122]: Mode: 0, Direction: 1, DirIN: 0, DirOUT: 0, Pull Enable: 0, PU/PD: 0, Inversion: 0
GPIO[123]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[124]: Mode: 0, Direction: 1, DirIN: 0, DirOUT: 0, Pull Enable: 0, PU/PD: 0, Inversion: 0
GPIO[125]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[126]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[127]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[128]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[129]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[130]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[131]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[132]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[133]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[134]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[135]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[136]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[137]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[138]: Mode: 0, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[139]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[140]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[141]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[142]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[143]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[144]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[145]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[146]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[147]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[148]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[149]: Mode: 0, Direction: 1, DirIN: 0, DirOUT: 0, Pull Enable: 0, PU/PD: 0, Inversion: 0
GPIO[150]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[151]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[152]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[153]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[154]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[155]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[156]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[157]: Mode: 1, Direction: 1, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[158]: Mode: 1, Direction: 1, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[159]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[160]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[161]: Mode: 3, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[162]: Mode: 3, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[163]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[164]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 0, PU/PD: 0, Inversion: 0
GPIO[165]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 0, PU/PD: 0, Inversion: 0
GPIO[166]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 0, PU/PD: 0, Inversion: 0
GPIO[167]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 0, PU/PD: 0, Inversion: 0
GPIO[168]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 0, PU/PD: 0, Inversion: 0
GPIO[169]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 0, PU/PD: 0, Inversion: 0
GPIO[170]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 0, PU/PD: 0, Inversion: 0
GPIO[171]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 0, PU/PD: 0, Inversion: 0
GPIO[172]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 0, PU/PD: 0, Inversion: 0
GPIO[173]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 0, PU/PD: 0, Inversion: 0
GPIO[174]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 0, PU/PD: 0, Inversion: 0
GPIO[175]: Mode: 0, Direction: 1, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[176]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[177]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[178]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[179]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[180]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[181]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[182]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 0, PU/PD: 0, Inversion: 0
GPIO[183]: Mode: 0, Direction: 1, DirIN: 0, DirOUT: 0, Pull Enable: 0, PU/PD: 0, Inversion: 0
GPIO[184]: Mode: 2, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[185]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[186]: Mode: 0, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 0, PU/PD: 0, Inversion: 0
GPIO[187]: Mode: 0, Direction: 1, DirIN: 1, DirOUT: 1, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[188]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[189]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[190]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[191]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[192]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[193]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[194]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[195]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[196]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[197]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[198]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[199]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[200]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[201]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[202]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[203]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[204]: Mode: 1, Direction: 0, DirIN: 1, DirOUT: 0, Pull Enable: 1, PU/PD: 1, Inversion: 0
GPIO[205]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[206]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[207]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[208]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
GPIO[209]: Mode: 1, Direction: 0, DirIN: 0, DirOUT: 0, Pull Enable: 1, PU/PD: 0, Inversion: 0
